Sentiment,UserPreference,Genre_small,Popularity,ReadLength,Recommendation,__synthetic__
Negative,DiverseReader,Fiction,Medium,medium,No,True
Neutral,DiverseReader,Fiction,Medium,medium,Yes,True
Neutral,GenreFan,English drama,Very High,long,No,True
Positive,AuthorLoyal,Detective and mystery stories,Medium,long,Yes,True
Positive,GenreFan,Detective and mystery stories,Very High,long,Yes,True
Neutral,GenreFan,Fiction,Medium,long,No,True
Neutral,GenreFan,Detective and mystery stories,High,medium,Yes,True
Negative,DiverseReader,English drama,Low,medium,Yes,True
Neutral,CasualReader,Christian life,Low,medium,No,True
Negative,GenreFan,"Hyland, Morn (Fictitious character)",Very High,medium,Yes,True
Positive,GenreFan,Fiction,Very High,long,Yes,True
Negative,AuthorLoyal,Detective and mystery stories,High,unknown,Yes,True
Negative,GenreFan,Fiction,High,unknown,No,True
Negative,AuthorLoyal,Fiction,Very High,unknown,No,True
Neutral,GenreFan,Christian life,Very High,long,Yes,True
Neutral,GenreFan,"Hyland, Morn (Fictitious character)",High,medium,Yes,True
Negative,CasualReader,Adventure stories,Medium,medium,No,True
Neutral,AuthorLoyal,Detective and mystery stories,High,long,Yes,True
Negative,GenreFan,Adventure stories,Very High,long,No,True
Positive,DiverseReader,Christian life,High,short,No,True
Neutral,GenreFan,Fiction,Very High,short,No,True
Negative,DiverseReader,Christian life,Medium,medium,Yes,True
Negative,DiverseReader,Christian life,High,unknown,No,True
Positive,DiverseReader,Christian life,Low,medium,Yes,True
Neutral,GenreFan,Arthurian romances,Very High,unknown,Yes,True
Positive,CasualReader,Fantasy fiction,Low,medium,No,True
Positive,AuthorLoyal,Detective and mystery stories,Very High,short,Yes,True
Negative,CasualReader,"Africa, East",Very High,short,Yes,True
Neutral,AuthorLoyal,Fiction,High,long,No,True
Neutral,GenreFan,Fiction,High,long,Yes,True
Neutral,GenreFan,Detective and mystery stories,High,short,Yes,True
Neutral,AuthorLoyal,Fiction,Very High,long,Yes,True
Negative,GenreFan,Arthurian romances,High,medium,No,True
Negative,CasualReader,Fiction,Low,short,No,True
Neutral,DiverseReader,Fiction,Medium,medium,Yes,True
Negative,AuthorLoyal,Fiction,Medium,medium,No,True
Positive,GenreFan,"Hyland, Morn (Fictitious character)",High,medium,No,True
Neutral,GenreFan,Detective and mystery stories,High,medium,Yes,True
Neutral,GenreFan,Detective and mystery stories,High,medium,Yes,True
Negative,AuthorLoyal,Fantasy fiction,Very High,long,Yes,True
Neutral,GenreFan,Fiction,High,short,Yes,True
Positive,CasualReader,Detective and mystery stories,Very High,short,Yes,True
Negative,GenreFan,Fiction,Medium,medium,Yes,True
Positive,DiverseReader,Christian life,Low,long,Yes,True
Neutral,CasualReader,Arthurian romances,Very High,short,Yes,True
Neutral,CasualReader,Arthurian romances,High,unknown,No,True
Positive,GenreFan,Christian life,Very High,short,Yes,True
Neutral,GenreFan,Christian life,High,long,Yes,True
Negative,DiverseReader,Fiction,Medium,medium,Yes,True
Positive,CasualReader,Arthurian romances,Medium,short,Yes,True
Positive,CasualReader,Detective and mystery stories,High,short,Yes,True
Positive,DiverseReader,Detective and mystery stories,Very High,long,No,True
Neutral,AuthorLoyal,"Hyland, Morn (Fictitious character)",Very High,long,No,True
Neutral,DiverseReader,Fantasy fiction,High,medium,Yes,True
Positive,DiverseReader,Christian life,Medium,long,Yes,True
Positive,GenreFan,Fiction,Very High,medium,Yes,True
Neutral,CasualReader,"Hyland, Morn (Fictitious character)",Very High,unknown,Yes,True
Positive,GenreFan,"Hyland, Morn (Fictitious character)",Very High,short,Yes,True
Neutral,GenreFan,Fiction,Medium,medium,No,True
Positive,GenreFan,Christian life,Low,short,Yes,True
Neutral,GenreFan,Detective and mystery stories,High,medium,Yes,True
Neutral,CasualReader,Christian life,Medium,short,Yes,True
Neutral,DiverseReader,Fiction,Very High,long,Yes,True
Negative,GenreFan,Fiction,Very High,short,No,True
Positive,GenreFan,Arthurian romances,Very High,medium,Yes,True
Neutral,DiverseReader,Christian life,Very High,medium,Yes,True
Neutral,DiverseReader,,Very High,short,Yes,True
Positive,AuthorLoyal,Detective and mystery stories,Very High,short,Yes,True
Neutral,DiverseReader,Detective and mystery stories,Medium,medium,Yes,True
Positive,GenreFan,"Africa, East",High,long,Yes,True
Positive,GenreFan,"Hyland, Morn (Fictitious character)",Low,medium,No,True
Neutral,GenreFan,Arthurian romances,High,medium,No,True
Positive,GenreFan,Detective and mystery stories,High,unknown,Yes,True
Neutral,AuthorLoyal,Fiction,Very High,medium,No,True
Positive,AuthorLoyal,Detective and mystery stories,Medium,medium,No,True
Negative,GenreFan,Arthurian romances,Low,long,No,True
Positive,GenreFan,Fiction,Medium,medium,No,True
Neutral,GenreFan,"Africa, East",Very High,long,No,True
Neutral,GenreFan,Adventure stories,High,short,No,True
Negative,CasualReader,"Hyland, Morn (Fictitious character)",Very High,medium,No,True
Negative,GenreFan,"Africa, East",High,long,Yes,True
Neutral,AuthorLoyal,Christian life,Very High,medium,No,True
Negative,CasualReader,Christian life,Medium,long,Yes,True
Neutral,DiverseReader,"Africa, East",Low,short,Yes,True
Positive,GenreFan,Detective and mystery stories,High,long,Yes,True
Neutral,DiverseReader,Detective and mystery stories,Very High,medium,No,True
Neutral,CasualReader,"Hyland, Morn (Fictitious character)",Low,short,Yes,True
Neutral,GenreFan,Fiction,High,medium,No,True
Neutral,AuthorLoyal,Fiction,Medium,long,No,True
Positive,CasualReader,Arthurian romances,High,medium,No,True
Neutral,CasualReader,"Africa, East",High,short,Yes,True
Positive,GenreFan,Fiction,Very High,short,Yes,True
Neutral,GenreFan,Christian life,Very High,long,Yes,True
Positive,CasualReader,,Very High,long,Yes,True
Positive,DiverseReader,Detective and mystery stories,Very High,long,No,True
Neutral,CasualReader,Fiction,High,medium,No,True
Positive,DiverseReader,Detective and mystery stories,Low,short,No,True
Positive,GenreFan,Fiction,Medium,long,Yes,True
Neutral,DiverseReader,Fiction,Very High,medium,No,True
Negative,DiverseReader,English drama,Medium,long,Yes,True
Positive,CasualReader,"Hyland, Morn (Fictitious character)",High,short,Yes,True
Negative,DiverseReader,English drama,Low,medium,Yes,True
Positive,CasualReader,"Hyland, Morn (Fictitious character)",High,long,Yes,True
Negative,GenreFan,"Hyland, Morn (Fictitious character)",High,short,No,True
Positive,GenreFan,"Africa, East",Very High,medium,No,True
Positive,GenreFan,Christian life,High,short,Yes,True
Neutral,GenreFan,"Hyland, Morn (Fictitious character)",High,medium,No,True
Positive,GenreFan,Christian life,Low,medium,No,True
Positive,GenreFan,Detective and mystery stories,Very High,medium,Yes,True
Neutral,DiverseReader,Arthurian romances,Low,long,No,True
Positive,GenreFan,Detective and mystery stories,Medium,long,Yes,True
Negative,DiverseReader,Christian life,Medium,medium,No,True
Neutral,DiverseReader,Fiction,Low,unknown,Yes,True
Positive,GenreFan,Detective and mystery stories,Medium,medium,No,True
Neutral,GenreFan,Fiction,High,long,No,True
Negative,DiverseReader,"Africa, East",Medium,medium,No,True
Negative,AuthorLoyal,"Africa, East",Low,medium,No,True
Neutral,AuthorLoyal,Detective and mystery stories,Very High,long,Yes,True
Negative,GenreFan,Detective and mystery stories,High,long,No,True
Positive,GenreFan,"Hyland, Morn (Fictitious character)",Very High,medium,Yes,True
Neutral,DiverseReader,Christian life,High,long,No,True
Neutral,DiverseReader,Christian life,High,medium,No,True
Neutral,CasualReader,"Africa, East",High,medium,No,True
Positive,GenreFan,Detective and mystery stories,Very High,long,Yes,True
Neutral,CasualReader,Fantasy fiction,Very High,short,Yes,True
Positive,GenreFan,Adventure stories,Medium,medium,Yes,True
Neutral,GenreFan,"Africa, East",High,short,No,True
Positive,GenreFan,Detective and mystery stories,High,long,Yes,True
Positive,GenreFan,"Africa, East",High,medium,Yes,True
Positive,DiverseReader,"Africa, East",High,long,No,True
Neutral,GenreFan,Fiction,High,short,No,True
Positive,AuthorLoyal,Christian life,Very High,medium,Yes,True
Negative,CasualReader,"Hyland, Morn (Fictitious character)",High,unknown,No,True
Positive,GenreFan,Christian life,Low,long,Yes,True
Negative,DiverseReader,Arthurian romances,Very High,medium,No,True
Negative,GenreFan,Fiction,Medium,long,No,True
Positive,AuthorLoyal,Fantasy fiction,High,medium,No,True
Positive,GenreFan,Christian life,Very High,medium,Yes,True
Negative,DiverseReader,Fiction,Very High,long,Yes,True
Positive,GenreFan,Detective and mystery stories,Medium,medium,Yes,True
Positive,GenreFan,Christian life,Very High,short,Yes,True
Neutral,GenreFan,Fiction,Low,medium,No,True
Negative,GenreFan,Adventure stories,Very High,short,Yes,True
Neutral,AuthorLoyal,Fiction,Very High,short,Yes,True
Neutral,GenreFan,"Africa, East",High,short,No,True
Neutral,DiverseReader,"Africa, East",High,short,No,True
Neutral,GenreFan,Fiction,Very High,medium,No,True
Negative,DiverseReader,Detective and mystery stories,High,long,Yes,True
Positive,GenreFan,Detective and mystery stories,High,short,Yes,True
Negative,CasualReader,Christian life,Medium,short,No,True
Positive,GenreFan,Detective and mystery stories,Very High,medium,Yes,True
Negative,AuthorLoyal,Fiction,Very High,medium,Yes,True
Negative,CasualReader,Adventure stories,Medium,long,Yes,True
Positive,DiverseReader,Christian life,Very High,medium,No,True
Positive,GenreFan,English drama,Very High,long,Yes,True
Negative,DiverseReader,Arthurian romances,High,medium,No,True
Positive,DiverseReader,Adventure stories,Medium,short,No,True
Neutral,CasualReader,Christian life,High,medium,No,True
Neutral,CasualReader,Adventure stories,High,short,No,True
Neutral,GenreFan,"Africa, East",High,long,Yes,True
Negative,GenreFan,Christian life,High,medium,Yes,True
Positive,DiverseReader,"Africa, East",High,long,No,True
Neutral,GenreFan,Fantasy fiction,Very High,unknown,Yes,True
Neutral,CasualReader,"Africa, East",High,long,Yes,True
Negative,GenreFan,Christian life,High,long,No,True
Neutral,CasualReader,Adventure stories,High,short,Yes,True
Neutral,CasualReader,Adventure stories,Medium,short,Yes,True
Neutral,AuthorLoyal,Fiction,Medium,medium,Yes,True
Neutral,GenreFan,Arthurian romances,Low,long,Yes,True
Neutral,GenreFan,Fiction,High,medium,Yes,True
Neutral,DiverseReader,"Africa, East",Very High,short,No,True
Neutral,DiverseReader,Arthurian romances,High,long,No,True
Positive,GenreFan,Fiction,High,medium,Yes,True
Negative,GenreFan,Adventure stories,Very High,short,No,True
Neutral,GenreFan,Fiction,High,long,Yes,True
Neutral,GenreFan,Arthurian romances,Medium,long,No,True
Positive,CasualReader,"Africa, East",Low,short,Yes,True
Negative,CasualReader,Detective and mystery stories,Low,short,Yes,True
Positive,AuthorLoyal,Fiction,Medium,medium,Yes,True
Negative,GenreFan,Fiction,Very High,medium,Yes,True
Positive,GenreFan,Detective and mystery stories,Medium,medium,Yes,True
Positive,DiverseReader,Detective and mystery stories,High,medium,Yes,True
Neutral,GenreFan,Detective and mystery stories,Very High,medium,No,True
Neutral,DiverseReader,"Hyland, Morn (Fictitious character)",Very High,medium,No,True
Neutral,CasualReader,Adventure stories,Low,short,Yes,True
Neutral,CasualReader,"Africa, East",Very High,unknown,Yes,True
Positive,GenreFan,Christian life,High,medium,Yes,True
Neutral,GenreFan,Fiction,High,short,No,True
Positive,DiverseReader,Arthurian romances,Very High,medium,Yes,True
Negative,GenreFan,Fiction,Very High,long,No,True
Neutral,GenreFan,Fiction,Low,long,No,True
Negative,AuthorLoyal,Detective and mystery stories,Medium,medium,No,True
Neutral,GenreFan,Fiction,Very High,short,Yes,True
Neutral,DiverseReader,Detective and mystery stories,High,medium,No,True
Negative,DiverseReader,Detective and mystery stories,Medium,medium,Yes,True
Negative,GenreFan,"Africa, East",Very High,long,No,True
Neutral,GenreFan,"Africa, East",Very High,unknown,No,True
Neutral,DiverseReader,"Hyland, Morn (Fictitious character)",Very High,long,No,True
Neutral,AuthorLoyal,Fiction,Medium,long,Yes,True
Negative,DiverseReader,Christian life,Very High,medium,No,True
Neutral,GenreFan,"Hyland, Morn (Fictitious character)",Very High,long,No,True
Neutral,GenreFan,Detective and mystery stories,Medium,short,No,True
Negative,AuthorLoyal,Detective and mystery stories,Very High,long,No,True
Neutral,GenreFan,Fiction,Medium,short,No,True
Neutral,GenreFan,Detective and mystery stories,Very High,medium,Yes,True
Negative,AuthorLoyal,Christian life,Very High,medium,No,True
Neutral,AuthorLoyal,Fiction,High,long,Yes,True
Positive,GenreFan,"Hyland, Morn (Fictitious character)",Low,long,Yes,True
Positive,GenreFan,Detective and mystery stories,Very High,short,Yes,True
Negative,AuthorLoyal,Detective and mystery stories,Medium,long,No,True
Neutral,AuthorLoyal,Detective and mystery stories,High,long,No,True
Positive,DiverseReader,Detective and mystery stories,Medium,medium,Yes,True
Neutral,CasualReader,Adventure stories,High,medium,No,True
Positive,CasualReader,Fantasy fiction,Very High,medium,Yes,True
Negative,CasualReader,"Africa, East",Low,long,Yes,True
Positive,AuthorLoyal,Fiction,Medium,long,No,True
Positive,CasualReader,"Africa, East",Very High,short,Yes,True
Neutral,GenreFan,Christian life,Medium,short,No,True
Neutral,CasualReader,Fiction,Medium,medium,No,True
Positive,DiverseReader,Detective and mystery stories,Very High,medium,No,True
Positive,GenreFan,Fiction,High,medium,Yes,True
Neutral,GenreFan,Adventure stories,Very High,medium,No,True
Positive,DiverseReader,Fiction,Medium,unknown,No,True
Positive,AuthorLoyal,Christian life,Very High,unknown,Yes,True
Positive,GenreFan,"Hyland, Morn (Fictitious character)",Very High,medium,Yes,True
Negative,CasualReader,"Hyland, Morn (Fictitious character)",Low,short,Yes,True
Negative,GenreFan,Christian life,Medium,long,Yes,True
Neutral,GenreFan,Fiction,Low,unknown,Yes,True
Neutral,GenreFan,Fiction,Very High,medium,Yes,True
Positive,AuthorLoyal,Detective and mystery stories,Very High,medium,Yes,True
Positive,DiverseReader,"Hyland, Morn (Fictitious character)",High,unknown,No,True
Positive,AuthorLoyal,Adventure stories,Very High,long,Yes,True
Negative,DiverseReader,Arthurian romances,Low,short,Yes,True
Negative,AuthorLoyal,Fiction,Very High,medium,Yes,True
Positive,CasualReader,Fantasy fiction,High,short,Yes,True
Neutral,DiverseReader,Detective and mystery stories,Very High,long,No,True
Neutral,DiverseReader,Christian life,High,medium,Yes,True
Positive,CasualReader,"Africa, East",Low,short,Yes,True
Positive,GenreFan,,Low,medium,Yes,True
Positive,AuthorLoyal,"Hyland, Morn (Fictitious character)",Low,short,No,True
Positive,AuthorLoyal,Detective and mystery stories,High,long,Yes,True
Neutral,DiverseReader,"Africa, East",Low,medium,No,True
Neutral,GenreFan,"Africa, East",Very High,medium,No,True
Neutral,CasualReader,Fantasy fiction,High,long,No,True
Negative,AuthorLoyal,Detective and mystery stories,High,long,No,True
Negative,GenreFan,Fiction,Very High,long,No,True
Positive,DiverseReader,"Africa, East",Low,medium,Yes,True
Positive,GenreFan,,Medium,short,No,True
Negative,DiverseReader,Adventure stories,Very High,long,No,True
Positive,AuthorLoyal,"Hyland, Morn (Fictitious character)",High,medium,Yes,True
Positive,GenreFan,"Africa, East",Medium,short,No,True
Positive,GenreFan,"Africa, East",High,long,Yes,True
Neutral,GenreFan,Detective and mystery stories,Medium,unknown,Yes,True
Neutral,AuthorLoyal,"Africa, East",High,medium,No,True
Negative,GenreFan,Christian life,Very High,long,No,True
Neutral,AuthorLoyal,"Africa, East",High,medium,No,True
Neutral,GenreFan,Detective and mystery stories,Very High,long,Yes,True
Positive,CasualReader,Fiction,Low,unknown,Yes,True
Positive,GenreFan,Fiction,Medium,long,No,True
Positive,GenreFan,,Very High,short,Yes,True
Neutral,GenreFan,Christian life,Very High,unknown,Yes,True
Neutral,GenreFan,Detective and mystery stories,Low,medium,Yes,True
Positive,GenreFan,Fiction,Low,long,No,True
Neutral,CasualReader,Adventure stories,Medium,unknown,Yes,True
Negative,AuthorLoyal,Christian life,Low,medium,Yes,True
Positive,AuthorLoyal,Detective and mystery stories,Very High,long,Yes,True
Neutral,CasualReader,"Africa, East",Very High,unknown,No,True
Negative,GenreFan,Fiction,Very High,medium,Yes,True
Negative,DiverseReader,Detective and mystery stories,Medium,short,No,True
Neutral,DiverseReader,Fantasy fiction,Medium,medium,No,True
Positive,DiverseReader,Christian life,High,medium,Yes,True
Negative,GenreFan,"Hyland, Morn (Fictitious character)",Medium,short,No,True
Neutral,GenreFan,"Africa, East",Low,medium,No,True
Neutral,GenreFan,Fantasy fiction,Very High,long,No,True
Neutral,CasualReader,Christian life,High,long,No,True
Positive,DiverseReader,"Hyland, Morn (Fictitious character)",High,medium,Yes,True
Positive,GenreFan,Fiction,High,long,No,True
Neutral,DiverseReader,"Africa, East",Low,short,No,True
Negative,GenreFan,Detective and mystery stories,High,short,Yes,True
Positive,GenreFan,Christian life,Very High,medium,Yes,True
Neutral,AuthorLoyal,"Africa, East",Very High,long,Yes,True
Positive,GenreFan,Fiction,Medium,long,Yes,True
Neutral,CasualReader,"Africa, East",Medium,long,No,True
Neutral,AuthorLoyal,Fiction,Very High,medium,No,True
Neutral,AuthorLoyal,Detective and mystery stories,Low,long,Yes,True
Negative,CasualReader,Fantasy fiction,Medium,unknown,No,True
Neutral,CasualReader,"Hyland, Morn (Fictitious character)",Very High,long,Yes,True
Negative,DiverseReader,Detective and mystery stories,High,short,No,True
Positive,AuthorLoyal,Christian life,Very High,long,No,True
Positive,GenreFan,Detective and mystery stories,Medium,short,No,True
Neutral,GenreFan,Detective and mystery stories,Very High,unknown,Yes,True
Neutral,GenreFan,Detective and mystery stories,Very High,short,No,True
Neutral,DiverseReader,Arthurian romances,Low,long,Yes,True
Neutral,DiverseReader,Christian life,Very High,medium,Yes,True
Neutral,GenreFan,Detective and mystery stories,Low,long,No,True
Positive,DiverseReader,Detective and mystery stories,Low,unknown,Yes,True
Neutral,GenreFan,Christian life,Medium,long,No,True
Positive,GenreFan,"Africa, East",High,medium,Yes,True
Positive,GenreFan,Fiction,Very High,unknown,Yes,True
Negative,DiverseReader,Adventure stories,Medium,short,No,True
Positive,CasualReader,Christian life,Very High,long,No,True
Positive,DiverseReader,Christian life,Medium,short,Yes,True
Positive,AuthorLoyal,Detective and mystery stories,Low,long,Yes,True
Negative,AuthorLoyal,"Africa, East",High,long,No,True
Negative,AuthorLoyal,Fiction,High,long,No,True
Positive,AuthorLoyal,"Hyland, Morn (Fictitious character)",Medium,unknown,No,True
Positive,CasualReader,Adventure stories,Medium,short,Yes,True
Positive,CasualReader,Fiction,High,long,Yes,True
Negative,CasualReader,Fiction,Very High,long,Yes,True
Positive,AuthorLoyal,Adventure stories,Very High,medium,Yes,True
Positive,GenreFan,Fantasy fiction,Very High,long,No,True
Neutral,GenreFan,Fiction,Very High,long,Yes,True
Positive,DiverseReader,Christian life,Medium,medium,No,True
Negative,CasualReader,"Hyland, Morn (Fictitious character)",Low,medium,Yes,True
Negative,GenreFan,"Hyland, Morn (Fictitious character)",Very High,short,Yes,True
Neutral,GenreFan,Detective and mystery stories,Medium,short,Yes,True
Neutral,GenreFan,"Hyland, Morn (Fictitious character)",High,long,No,True
Neutral,DiverseReader,Arthurian romances,Medium,medium,Yes,True
Neutral,GenreFan,Fiction,High,long,Yes,True
Neutral,CasualReader,"Africa, East",Medium,short,Yes,True
Negative,AuthorLoyal,Detective and mystery stories,High,long,Yes,True
Negative,GenreFan,Detective and mystery stories,Low,long,No,True
Neutral,GenreFan,"Africa, East",Medium,medium,No,True
Neutral,GenreFan,Detective and mystery stories,Low,medium,No,True
Positive,GenreFan,"Africa, East",Very High,medium,No,True
Positive,GenreFan,Adventure stories,High,unknown,No,True
Neutral,GenreFan,Detective and mystery stories,Very High,medium,Yes,True
Neutral,CasualReader,"Africa, East",High,medium,Yes,True
Neutral,CasualReader,,High,medium,Yes,True
Neutral,GenreFan,Detective and mystery stories,High,medium,Yes,True
Positive,GenreFan,Fiction,Very High,unknown,Yes,True
Negative,CasualReader,English drama,Very High,short,Yes,True
Positive,GenreFan,Detective and mystery stories,Very High,short,Yes,True
Positive,GenreFan,"Africa, East",Very High,unknown,Yes,True
Positive,AuthorLoyal,Fiction,Very High,short,Yes,True
Neutral,AuthorLoyal,Christian life,Very High,medium,No,True
Positive,DiverseReader,English drama,High,long,Yes,True
Neutral,DiverseReader,Detective and mystery stories,Very High,short,No,True
Negative,DiverseReader,"Africa, East",Medium,long,No,True
Neutral,DiverseReader,Arthurian romances,Very High,medium,No,True
Positive,AuthorLoyal,Christian life,Low,unknown,Yes,True
Positive,GenreFan,Fiction,Very High,medium,No,True
Positive,GenreFan,"Hyland, Morn (Fictitious character)",High,short,Yes,True
Positive,CasualReader,Detective and mystery stories,Medium,long,Yes,True
Positive,AuthorLoyal,Fiction,Very High,medium,Yes,True
Neutral,CasualReader,Arthurian romances,Medium,short,Yes,True
Negative,GenreFan,Fiction,Medium,medium,No,True
Neutral,CasualReader,Fiction,Low,unknown,Yes,True
Negative,GenreFan,"Hyland, Morn (Fictitious character)",Medium,short,No,True
Positive,GenreFan,Detective and mystery stories,Very High,long,Yes,True
Neutral,GenreFan,,Very High,medium,Yes,True
Positive,CasualReader,"Hyland, Morn (Fictitious character)",Very High,short,No,True
Negative,GenreFan,Detective and mystery stories,Low,unknown,No,True
Negative,GenreFan,Christian life,High,medium,No,True
Positive,DiverseReader,Detective and mystery stories,High,short,Yes,True
Positive,CasualReader,Fiction,High,short,No,True
Positive,AuthorLoyal,Fiction,Very High,unknown,Yes,True
Neutral,GenreFan,Fiction,Very High,long,No,True
Positive,DiverseReader,,Very High,short,Yes,True
Neutral,AuthorLoyal,Fiction,Very High,unknown,Yes,True
Positive,GenreFan,"Africa, East",High,medium,No,True
Negative,CasualReader,Adventure stories,High,medium,Yes,True
Positive,GenreFan,Fiction,Medium,long,No,True
Positive,GenreFan,Detective and mystery stories,Low,unknown,No,True
Negative,AuthorLoyal,Adventure stories,Very High,medium,No,True
Negative,GenreFan,Detective and mystery stories,Very High,medium,Yes,True
Positive,GenreFan,"Hyland, Morn (Fictitious character)",Very High,medium,Yes,True
Negative,GenreFan,"Hyland, Morn (Fictitious character)",Low,long,No,True
Positive,AuthorLoyal,Detective and mystery stories,Very High,short,Yes,True
Negative,GenreFan,Adventure stories,High,short,Yes,True
Neutral,GenreFan,Fiction,High,short,Yes,True
Neutral,AuthorLoyal,Fiction,High,unknown,Yes,True
Positive,CasualReader,"Hyland, Morn (Fictitious character)",High,unknown,Yes,True
Positive,CasualReader,Christian life,Medium,short,No,True
Positive,AuthorLoyal,Christian life,High,unknown,Yes,True
Positive,DiverseReader,Arthurian romances,Medium,medium,Yes,True
Neutral,DiverseReader,Arthurian romances,Medium,long,Yes,True
Negative,DiverseReader,Christian life,Medium,medium,Yes,True
Neutral,DiverseReader,Christian life,High,unknown,No,True
Positive,CasualReader,Fiction,Low,long,Yes,True
Neutral,GenreFan,Fiction,Very High,short,No,True
Positive,GenreFan,Detective and mystery stories,High,medium,Yes,True
Neutral,GenreFan,"Hyland, Morn (Fictitious character)",High,long,Yes,True
